Time,RequestTokens,ResponseTokens
0,6432,406
0,20823,425
0,3147,16
0,3174,16
0,3107,15
0,3151,19
0,1008,73
0,7788,3
0,3132,17
0,6205,3
0,3110,17
0,3126,21
0,6191,3
0,3182,19
0,7266,3
3052,3120,19
0,3168,20
0,6883,3
0,6692,3
0,3118,18
0,24144,718
0,901,8
0,7055,3
0,6167,3
0,6604,29
0,1874,56
0,43079,324
0,15437,185
0,6257,403
0,6165,3
0,7882,342
0,4163,18
0,3119,21
0,4106,16
0,6174,18
0,27617,74
0,6727,36
0,6979,33
0,6169,3
0,6165,3
0,6170,26
0,17200,335
0,3207,15
0,6354,3
0,2755,257
3053,6286,51
0,7009,3
0,2936,16
0,941,836
0,6542,29
0,6164,3
0,4093,20
0,24664,487
0,7068,26
0,3113,17
0,4158,18
0,7377,42
0,6164,3
0,6170,3
0,6637,438
0,6898,44
0,6175,31
0,6608,478
0,2735,106
0,3158,25
0,7121,3
0,7187,3
0,7501,189
0,5731,221
0,6165,3
0,930,36
0,14881,286
3056,3207,23
0,6942,31
0,6540,3
0,2992,22
0,3245,17
0,6169,3
0,6016,528
0,6165,23
0,7088,3
0,4683,1
0,23848,395
0,6232,37
0,7037,26
0,924,17
0,6174,3
0,4302,20
0,7217,26
0,6177,3
0,6197,3
0,6978,30
0,7971,461
0,6317,536
0,7957,462
0,7068,3
0,890,8
0,6172,29
0,6748,435
0,1181,275
3053,3130,20
0,3144,21
0,1164,844
0,20328,503
0,6290,3
0,5213,635
0,17157,420
0,5860,625
0,6805,23
0,44509,660
0,10517,463
0,894,485
0,3164,18
0,17139,640
0,7227,32
0,6932,3
0,7630,72
0,6166,25
0,6183,33
0,18219,53
0,16756,443
0,3999,452
0,7447,3
0,7158,541
0,7396,3
0,6173,27
3053,6255,50
0,74288,381
0,897,395
0,7182,99
0,6670,3
0,23647,498
0,6179,3
0,28018,642
0,8330,423
0,2967,19
0,41073,298
0,2419,474
0,16722,110
0,907,185
0,19144,412
0,16314,435
0,1307,637
0,4137,20
3053,11999,364
0,6767,3
0,3132,19
0,34137,659
0,11603,890
0,7356,3
0,20762,60
0,4076,661
0,7183,3
0,11004,441
0,3937,684
0,18963,73
0,1562,604
0,15606,55
3056,6841,24
0,3127,19
0,3391,20
0,6173,30
0,118471,618
0,4134,24
0,20145,314
0,3147,16
0,7695,3
0,100299,126
0,6515,3
0,6174,3
0,9412,3
0,13982,194
0,13892,82
0,7030,3
0,6686,3
3053,16284,340
0,9498,495
0,898,438
0,7027,3
0,1281,448
0,8640,2000
0,15827,337
0,6380,3
0,6782,3
0,6854,28
0,6202,3
3053,2761,67
0,74621,464
0,6584,3
0,6531,3
0,12127,86
0,6808,24
0,20485,511
0,1347,404
0,3175,24
0,6598,30
0,6581,35
0,7085,3
0,7103,228
0,9610,42
0,6915,3
0,6731,32
0,7404,34
0,53522,640
0,6876,30
0,3326,21
3053,5036,405
0,31765,132
0,10254,328
0,6193,3
0,6520,3
0,923,13
0,2686,274
0,6592,3
0,6282,3
0,9644,302
0,6168,3
0,25300,118
0,3204,22
0,1835,265
0,7754,3
0,25732,427
0,6171,3
0,7963,254
0,7758,210
3053,900,175
0,22204,89
0,7127,3
0,900,7
0,21995,122
0,7633,3
0,9998,3
0,6398,1
0,7384,29
0,4176,17
0,6353,25
0,3132,19
0,7135,51
0,6378,3
0,16104,370
0,6172,3
0,917,287
0,5217,96
3052,6206,3
0,24600,541
0,7062,3
0,11936,505
0,6171,3
0,6511,3
0,6642,25
0,6882,29
0,7604,3
0,2933,14
0,6607,18
0,6758,26
0,7385,35
0,6924,3
0,6233,3
0,6321,3
0,6173,28
0,6979,48
0,7831,3
0,7839,31
0,3125,21
0,6982,3
0,4047,20
0,6749,3
0,18219,61
3057,5161,565
0,6978,3
0,6167,24
0,12169,427
0,6170,26
0,22634,256
0,12285,241
0,3700,21
0,5957,351
0,6174,3
0,6328,3
0,6433,3
0,4318,262
0,6168,25
0,3141,17
0,7068,26
3053,7024,3
0,15054,26
0,6599,3
0,5929,329
0,4392,453
0,3134,16
0,7259,3
0,5173,384
0,6592,3
0,1001,102
0,6976,3
0,2757,536
0,6680,27
0,6388,3
0,9038,184
0,3692,411
0,2130,20
0,1313,98
0,6626,26
3052,18140,825
0,23797,778
0,13642,540
0,66224,504
0,6071,400
0,3373,17
0,6471,3
0,895,658
0,4613,103
0,3398,24
0,30596,218
0,6738,24
3053,7031,3
0,3959,21
0,3232,16
0,17399,492
0,9384,373
0,894,326
0,3153,20
0,12796,233
0,3028,19
0,6896,26
0,6632,27
0,4715,24
0,6409,35
0,3115,14
3053,6574,428
0,6420,24
0,7879,9
0,3097,17
0,7009,3
0,3154,21
0,1770,450
0,2582,517
0,6721,29
0,33325,34
0,18691,422
0,7496,3
0,6705,196
0,6264,3
0,6643,3
3053,20500,452
0,4546,355
0,6168,3
0,6740,3
0,6985,3
0,6166,3
0,6642,23
0,4506,332
0,900,477
0,6270,3
0,18935,398
0,14880,211
0,6730,3
0,4779,207
3053,67113,348
0,896,401
0,897,1115
0,6461,48
0,1482,397
0,1456,19
0,3146,20
0,6172,29
0,6718,3
0,6593,3
0,12907,388
0,7856,200
0,6728,41
0,7679,114
3056,4957,31
0,10287,101
0,6234,3
0,6778,35
0,6498,3
0,6799,28
0,2997,248
0,6450,278
0,15085,130
0,39552,473
0,6586,26
0,3106,20
0,12790,400
0,894,56
3053,5069,226
0,11344,71
0,4042,306
0,9716,92
0,2977,19
0,6116,341
0,27540,526
0,7615,3
0,6248,3
0,3130,19
0,18046,281
0,3780,461
0,3136,20
0,7181,405
0,3193,18
0,3968,23
0,3180,20
0,6947,25
3053,3128,20
0,26911,664
0,7895,17
0,6478,27
0,1874,544
0,4087,18
0,47416,503
0,7465,855
0,6508,3
0,5092,613
0,904,572
0,6522,3
0,7027,451
0,6287,30
0,7605,3
0,3199,16
0,1108,192
0,1304,346
0,74688,248
0,6558,3
0,6542,34
0,7404,3
3052,6166,23
0,3213,20
0,6691,21
0,933,286
0,6495,26
0,1932,1089
0,3192,23
0,11550,517
0,6708,3
0,26755,498
0,6626,25
0,7662,753
0,903,592
3057,6172,3
0,4644,16
0,1787,628
0,6508,3
0,3442,22
0,7171,30
0,9079,3
0,18662,76
0,3162,22
0,9216,138
0,6522,3
0,1553,761
0,3178,22
0,1100,411
0,1602,649
0,2843,393
0,16827,298
0,14998,321
0,18474,364
0,4568,328
0,4669,395
0,10415,552
3049,5470,316
0,18087,390
0,13931,572
0,1481,386
0,11185,877
0,11650,427
0,6602,29
0,25184,37
0,4718,317
0,3262,22
0,11284,142
0,6175,31
0,924,799
0,2424,297
0,3189,22
0,6263,34
0,1049,369
0,6179,41
3056,11157,1103
0,60841,380
0,14733,606
0,38655,393
0,6142,372
0,13339,473
0,5208,127
0,13894,575
0,2720,57
0,2385,529
3053,5312,665
0,9438,458
0,6299,3
0,6170,3
0,20809,588
0,6589,3
0,7015,3
0,1882,490
0,6865,3
0,22562,226
0,1884,520
0,6218,3
0,30063,558
0,4107,24
0,15671,415
0,3269,19
0,3041,296
0,4810,641
0,2530,687
0,6439,3
3053,3189,20
0,12987,454
0,12046,564
0,6876,3
0,8567,18
0,7918,16
0,7421,25
0,10149,3
0,70278,522
0,6170,25
0,6874,26
0,6176,35
0,5443,391
0,6658,3
0,1277,225
0,13721,430
0,6170,3
0,12800,544
0,6166,3
0,1746,420
0,6141,380
0,6925,3
0,6167,3
0,7238,3
0,1520,1
0,6197,3
0,6169,26
0,3375,20
0,12494,390
0,3166,23
0,17097,359
0,3227,19
0,9991,389
3053,2819,596
0,6873,3
0,6172,3
0,6517,3
0,5368,531
0,11440,280
0,5784,231
0,26307,456
0,6911,29
0,24377,614
0,6169,27
0,1364,411
3053,1750,673
0,6986,3
0,3141,16
0,20843,600
0,6164,3
0,84885,414
0,3143,21
0,12169,377
0,15681,517
0,9943,354
0,6221,3
3052,1322,412
0,6167,3
0,1698,605
0,33350,473
0,35857,25
0,6734,3
0,6823,3
0,6170,29
0,41339,514
0,1226,372
0,17675,303
0,6168,26
0,18739,1
0,2320,566
0,26443,3
0,3945,461
0,2132,145
0,4073,20
0,6980,3
3057,6404,3
0,6642,3
0,27094,525
0,6211,3
0,6533,40
0,5280,924
0,2503,590
0,6167,3
0,6175,3
0,5263,579
0,5378,298
0,6498,29
0,7269,3
0,9360,1
0,6968,3
0,899,251
0,30837,694
0,9446,445
0,3415,572
0,11912,792
0,6166,24
3053,6233,46
0,32941,178
0,6612,3
0,6820,49
0,899,50
0,6166,3
0,7613,429
0,6410,3
0,6130,407
0,12974,536
0,7110,3
0,7698,3
0,6406,3
0,2852,579
0,919,678
0,6760,3
0,18005,763
0,7230,42
0,8756,3
0,2215,544
0,20949,285
0,6796,26
0,7541,287
3052,3496,20
0,6928,3
0,6501,3
0,6176,30
0,6214,3
0,7229,33
0,1292,16
0,6169,26
0,6251,33
0,11746,301
0,6859,3
0,6315,3
0,890,70
0,6224,27
0,6169,29
0,122759,1975
0,3413,23
0,6170,26
0,6167,13
0,6166,3
3053,6170,3
0,7719,17
0,3168,22
0,7375,24
0,20542,668
0,7270,31
0,6337,42
0,6968,36
0,10391,740
0,6173,3
0,12371,404
0,7273,17
0,2975,18
0,25706,451
0,6178,3
0,6245,3
0,6177,37
0,27496,642
0,892,14
0,6416,3
0,3959,16
0,8681,592
0,893,31
0,26657,302
3057,30012,3
0,2986,14
0,6769,636
0,7609,3
0,37837,391
0,7383,3
0,1045,250
0,6175,31
0,6171,37
0,35157,389
0,948,143
3052,6674,45
0,13317,419
0,4426,246
0,7552,3
0,6706,3
0,6347,3
0,6169,26
0,6571,3
0,2950,14
0,8855,3
0,6168,3
0,2928,18
0,6166,3
0,7036,3
0,7267,3
0,6687,37
0,6918,584
0,6171,27
0,900,777
0,6171,28
0,900,851
0,6599,219
0,1580,2000
0,4995,40
3053,13438,163
0,896,337
0,2122,143
0,6955,20
0,7895,3
0,5781,558
0,7217,3
0,15434,579
3053,1314,342
0,1851,216
0,6175,3
0,7394,168
0,6169,26
0,1466,61
3053,5721,521
0,6874,29
0,18467,349
0,3086,18
0,1133,254
0,6169,3
0,7475,3
0,21071,360
0,10497,64
0,17585,182
0,6174,29
0,6671,3
0,7542,3
0,6017,163
0,4013,20
0,3131,20
0,6232,3
0,11472,20
0,7264,3
3053,8066,241
0,6194,3
0,3094,15
0,6391,3
0,34124,1960
0,25502,516
0,3619,24
0,6733,552
0,6882,3
0,6518,39
0,7748,292
0,6841,32
0,6831,24
0,3084,23
0,10212,3
0,3110,18
0,7207,25
0,3916,479
3056,6168,25
0,901,280
0,15573,672
0,6706,47
0,892,281
0,11159,292
0,20823,338
0,6167,25
0,6174,28
0,54391,119
0,84402,410
0,1886,419
3053,6171,26
0,4755,355
0,12503,793
0,23170,340
0,3275,18
0,8871,443
0,12521,1235
0,7215,3
0,7727,3
0,6821,3
0,14288,207
0,5344,278
0,7193,1
0,12094,478
0,10825,442
0,6215,3
3053,7065,27
0,3753,115
0,6358,3
0,971,253
0,7193,3
0,44501,674
0,6844,3
0,5522,404
0,64397,1
0,2994,22
0,4439,379
0,3968,80
0,6785,30
0,1361,329
0,74972,353
0,9682,353
0,6175,31
0,6197,31
0,27650,676
0,6379,37
0,6490,207
3052,905,413
0,3119,18
0,3134,18
0,7921,3
0,99257,532
0,6203,3
0,6166,3
0,4661,23
0,3139,18
0,1020,216
0,6338,3
0,29080,14
0,27277,6
0,6168,25
0,3177,17
0,39270,1942
0,13551,207
0,3880,19
3053,3172,23
0,27695,479
0,7055,34
0,7749,12
0,17422,123
0,891,90
0,11002,3
0,47804,409
0,3741,21
0,6171,30
0,6632,325
0,7096,25
0,4076,19
0,1239,68
0,6496,3
3053,3042,18
0,27961,411
0,4630,274
0,5674,588
0,1390,488
0,6176,3
0,3203,25
0,3117,20
0,7294,3
0,3094,149
0,940,364
0,7192,3
0,4097,18
0,6327,586
0,7705,3
0,6183,3
0,6596,3
0,29047,647
0,2978,192
0,6173,3
3056,26508,830
0,6602,3
0,945,55
0,905,445
0,890,136
0,24726,416
0,2250,142
0,7101,3
0,25230,506
0,7235,3
0,6568,3
0,3144,21
0,12237,396
3053,23090,233
0,7347,3
0,1640,681
0,41072,192
0,7407,3
0,6168,24
0,6534,29
0,24935,411
0,1027,664
0,3008,22
0,11402,1045
0,19368,366
3053,7965,287
0,6293,3
0,6184,3
0,6210,3
0,6536,3
0,7202,44
0,6170,3
0,30991,96
0,8705,426
0,7454,379
0,6194,40
0,895,226
0,6824,289
0,17320,447
3053,6168,27
0,28033,352
0,6962,220
0,17008,456
0,6174,3
0,6386,26
0,3316,15
0,24969,253
0,6427,3
0,6163,24
0,3011,19
0,2297,237
0,903,563
0,8313,84
0,2325,510
0,7081,26
0,3131,17
0,6205,3
0,4607,21
0,6743,3
0,7142,3
0,6167,25
3053,7104,3
0,81765,364
0,51183,360
0,1602,313
0,7433,3
0,10020,438
0,2192,493
0,6177,32
0,29664,668
0,3183,22
0,3020,17
0,4276,18
0,3143,16
0,6559,28
3052,6832,243
0,19462,439
0,3405,1239
0,3150,17
0,6168,26
0,899,548
0,8133,217
0,7633,30
0,6650,23
0,3128,23
0,27294,11
0,6689,3
0,3209,22
0,21018,309
0,6205,3
0,3050,22
0,6174,30
0,1580,619
0,25531,149
3057,6905,26
0,958,533
0,6169,27
0,6694,26
0,7620,26
0,3233,24
0,6402,25
0,5161,167
0,7874,3
0,4076,17
0,3148,18
0,6281,3
0,6553,3
0,19167,314
0,6757,3
0,6969,18
0,6891,462
0,2788,476
3053,3154,20
0,8087,724
0,6171,29
0,6197,3
0,4678,261
0,6169,26
0,6172,3
0,7799,573
0,5766,540
0,6274,3
0,5726,467
0,6173,3
0,7564,3
0,6192,62
0,1817,327
0,6250,3
0,4095,400
3052,22945,350
0,7857,817
0,6303,28
0,9839,522
0,7141,3
0,7483,384
0,6660,25
0,6167,3
0,9042,425
0,7261,3
0,6175,3
0,3165,18
0,23098,534
0,6166,3
0,6167,25
0,5688,447
0,3133,17
0,6671,3
0,2414,752
0,74392,446
0,1216,310
0,6540,17
3053,7725,3
0,4260,20
0,3673,601
0,6165,3
0,2888,413
0,3288,327
0,7074,3
0,1000,1
0,9954,205
0,12605,518
0,7197,3
0,3121,19
0,7098,3
0,6770,18
0,6377,26
3057,6272,3
0,6260,3
0,6175,30
0,6968,3
0,6588,3
0,3093,23
0,4374,18
0,16848,194
0,25096,43
0,3159,20
0,13937,750
0,26035,469
0,1007,105
0,5635,145
0,6171,3
0,6168,25
0,7055,3
0,6640,3
0,6321,3
0,18910,143
0,3217,21
0,3919,21
0,7014,44
0,6168,3
0,28335,172
0,3655,758
0,18872,399
0,7022,3
0,7146,3
3052,28184,459
0,16072,230
0,6270,3
0,6173,31
0,9360,624
0,7025,3
0,3131,18
0,40152,711
0,6983,3
3053,6445,25
0,3139,17
0,6170,27
0,1548,549
0,6163,23
0,1471,205
0,21862,306
0,6992,3
0,68398,284
0,6172,26
0,7101,3
0,7088,71
0,92009,958
0,9876,53
0,4372,17
0,10680,461
0,6095,492
0,7620,3
0,7293,3
3053,4363,246
0,990,20
0,20225,27
0,6903,3
0,6803,3
0,6283,3
0,7166,24
0,3116,24
0,6523,3
0,7487,3
0,41107,409
0,1318,451
0,7395,35
0,7183,26
0,3160,19
0,6964,29
0,12437,913
0,6166,24
0,6522,3
0,3873,569
0,6288,702
0,3145,21
3053,12202,63
0,3482,20
0,8146,571
0,3151,16
0,16220,235
0,6527,3
0,6747,3
0,6676,3
0,6414,3
0,892,467
0,6168,33
0,2670,358
0,7063,3
0,892,501
0,17577,479
0,1010,285
3053,7016,3
0,3179,145
0,931,318
0,3184,17
0,6253,3
0,6829,3
0,6194,3
0,1132,1
0,6165,3
0,905,526
0,6849,3
0,6999,3
0,6531,3
0,7260,3
3056,6942,3
0,3144,17
0,7057,28
0,7505,3
0,13920,360
0,9004,206
0,28685,693
0,7027,535
0,6729,3
0,40981,456
0,3175,21
0,3139,19
0,4185,22
0,3083,19
0,11449,311
0,936,461
0,2633,310
0,7113,35
0,6470,3
3053,6295,3
0,6167,3
0,1934,45
0,24385,80
0,11908,358
0,1241,90
0,898,295
0,1231,259
0,2322,440
0,6804,3
0,6171,26
0,7686,28
0,4202,20
0,16001,401
3053,6776,185
0,7633,3
0,6649,3
0,16500,324
0,7018,26
0,914,96
0,12409,439
0,62994,444
0,40033,703
0,1652,270
0,3078,410
0,3227,21
0,9072,3
0,3120,21
0,4101,23
0,8618,3
3052,894,79
0,7207,3
0,4925,363
0,3206,22
0,1826,230
0,5481,361
0,6883,3
0,6550,26
0,6582,3
0,8253,1249
0,1246,137
0,3124,17
0,1129,115
0,6096,541
0,6166,3
3053,6169,3
0,99799,399
0,3116,19
0,3140,18
0,3128,18
0,14198,623
0,4024,271
0,6693,3
0,893,334
0,11047,118
0,7012,3
0,6902,25
0,6740,494
0,6938,3
0,4199,69
0,41710,347
3053,1707,78
0,6171,27
0,6170,3
0,7376,3
0,6276,3
0,19026,303
0,6238,3
0,9662,365
0,2592,440
0,26081,483
0,6923,33
0,3038,22
0,24820,262
0,11488,730
3056,1005,198
0,6171,29
0,5543,407
0,6785,30
0,7530,3
0,7059,3
0,6301,30
0,6605,3
0,3160,16
0,3332,20
0,6625,3
0,7056,25
0,3117,331
0,7590,3
0,1518,60
0,7360,3
0,900,442
0,85308,154
0,2999,18
3053,3846,107
0,3123,15
0,6991,3
0,3155,16
0,4127,16
0,6430,27
0,6348,3
0,6292,455
0,3124,17
0,8823,340
0,5084,399
0,16626,570
0,970,464
0,6507,3
0,7414,3
0,6220,3
0,6293,26
0,6193,33
0,6882,3
0,6172,3
0,7384,3
0,7357,3
0,47813,716
3053,6928,34
0,24756,357
0,8312,288
0,3029,21
0,897,421
0,3133,17
0,8835,3
0,4873,646
0,7080,26
0,6171,27
0,18005,241
0,1927,19
0,6504,30
0,6684,3
0,1737,325
0,7293,34
3053,3133,19
0,5372,344
0,6330,59
0,6176,37
0,48032,444
0,6684,3
0,6595,3
0,11841,310
0,7710,42
0,6708,3
0,6992,3
0,1327,75
0,3143,21
0,3884,46
3053,7919,3
0,28988,383
0,6997,25
0,6295,18
0,47754,334
0,896,47
0,2409,364
0,16292,459
0,8392,342
0,20265,647
0,1300,538
0,6422,3
0,1773,465
0,3123,18
0,7006,33
0,3138,21
0,6290,24
0,6165,3
0,7956,251
3052,2969,16
0,6522,3
0,7343,3
0,6578,27
0,19022,541
0,4257,58
0,3120,19
0,8245,3
0,8215,259
0,3442,20
0,6522,3
0,7247,3
0,902,471
0,6167,3
0,35296,523
0,16334,97
0,6166,3
0,24472,92
0,3152,18
0,9981,3
0,16086,498
0,27362,370
3053,1526,392
0,6611,33
0,5709,403
0,7250,3
0,2010,39
0,6946,3
0,6751,3
0,13899,64
0,12173,346
0,6167,24
0,9789,403
0,1397,386
0,6730,48
0,6743,3
0,3123,18
0,58913,472
3057,8651,201
0,4175,215
0,6806,3
0,6858,432
0,1016,356
0,7086,240
0,7364,3
0,9882,309
0,923,536
0,7829,66
0,4572,93
0,7967,369
0,6164,3
0,3140,19
0,1704,431
0,119533,390
0,6740,547
3052,6172,3
0,6527,3
0,1551,465
0,7098,3
0,9723,470
0,96497,572
0,20248,457
0,6881,3
0,6551,3
0,3243,19
0,3206,20
0,6542,3
0,896,343
0,1301,275
0,1660,345
0,6173,33
0,6181,40
0,921,375
0,6734,35
0,3047,268
0,6174,31
0,7225,3
0,24082,3
3053,11006,364
0,3132,20
0,4336,584
0,7558,3
0,6166,24
0,7186,42
0,6105,439
0,1367,571
0,6959,24
0,33721,315
0,6665,3
0,6873,3
0,4217,392
0,3133,15
0,6709,3
0,4069,18
0,6621,32
0,3143,444
0,13453,339
0,2808,284
0,32231,276
0,3154,22
0,13333,456
0,4255,21
0,3169,23
0,8496,3
0,6176,31
0,6814,3
0,6170,3
0,6173,3
3053,6582,3
0,899,322
0,6168,29
0,12522,401
0,6512,3
0,3920,291
0,1708,232
0,5566,483
0,6169,28
0,1816,35
0,6523,29
0,4415,18
0,6951,3
0,3233,244
0,6285,639
0,4296,16
0,9444,348
0,4435,498
0,20238,37
0,6181,3
0,3158,17
0,3109,15
0,9987,35
0,12433,574
0,7088,24
0,3141,16
0,4209,16
3053,3131,16
0,3142,257
0,74319,392
0,6171,3
0,892,392
0,6168,3
0,6169,26
0,3210,24
0,6441,34
0,28060,395
0,7029,553
0,45244,396
0,7345,3
0,3366,26
0,6172,27
0,6208,3
0,6170,24
0,8537,379
0,896,55
0,3140,17
0,6167,25
0,894,89
0,4150,15
0,6171,29
0,6167,24
0,4091,157
0,6298,3
0,6174,32
0,6654,3
3056,6887,3
0,3097,16
0,24136,23
0,3145,22
0,6467,3
0,3171,17
0,6658,25
0,7006,3
0,6174,3
0,3090,21
0,6175,3
0,6175,3
0,895,338
0,6844,3
0,4310,18
0,1945,600
0,3009,22
0,10903,155
0,7189,3
0,6585,3
0,4231,2000
0,7234,53
3053,8612,198
0,6218,3
0,24072,456
0,6586,24
0,3273,19
0,9170,54
0,3148,19
0,4219,25
0,7372,238
0,6518,3
0,3218,434
0,27026,439
0,891,496
0,7506,18
0,7201,3
0,934,49
0,6170,26
0,8686,3
0,901,9
0,1246,129
0,6831,25
0,3558,20
3053,6187,31
0,12349,385
0,6485,3
0,6669,31
0,6171,3
0,6175,32
0,7389,3
0,16122,532
0,6561,3
0,3562,390
0,11071,320
0,1235,460
0,30358,448
0,6172,27
0,935,14
0,3021,22
0,6607,460
0,6208,3
0,5803,149
0,6166,23
0,6180,34
0,55571,458
0,928,572
0,3131,16
0,6167,3
0,4649,630
0,6492,23
3053,16660,481
0,7186,42
0,7291,329
0,3437,20
0,6174,32
0,3158,19
0,9238,613
0,7079,26
0,6822,38
0,3185,20
0,947,450
0,14897,68
0,3143,20
0,6577,3
3052,15069,406
0,2891,559
0,7483,3
0,994,63
0,7313,3
0,7115,3
0,3116,588
0,3127,17
0,15493,402
0,8618,429
0,9329,474
0,6172,33
0,3330,19
0,6883,70
0,3174,16
0,7182,398
0,6178,3
0,6166,24
0,7343,3
0,6409,3
3057,16957,109
0,2708,296
0,2996,17
0,1343,273
0,3141,17
0,3997,19
0,894,603
0,6169,26
0,6524,3
0,10262,48
0,43217,447
0,21089,295
0,8223,271
0,6173,30
3053,7217,3
0,3160,21
0,4117,624
0,4891,299
0,6167,24
0,3181,21
0,1405,524
0,32653,484
0,6921,24
0,10319,1232
0,6570,3
0,6477,3
0,23556,455
0,23548,602
0,7397,551
0,5567,473
0,2646,427
0,5059,375
0,6655,32
0,6170,3
3052,6184,3
0,6179,3
0,1103,263
0,7567,3
0,12117,285
0,26056,390
0,4508,301
0,893,20
0,7112,3
0,6166,3
0,3415,215
0,6452,3
0,6559,3
0,6167,3
0,898,325
0,3043,121
0,3565,21
0,24053,694
0,6170,3
0,43038,519
0,5900,145
0,3118,18
0,6394,3
0,6167,3
0,5945,136
0,26608,411
0,6383,602
0,7355,3
0,5065,93
0,5234,112
0,28403,200
3053,9456,560
0,7366,3
0,3259,382
0,6264,3
0,901,263
0,1232,366
0,5066,255
0,2105,650
0,7989,3
0,1404,465
0,4827,253
0,4505,23
0,3901,17
0,3069,23
0,96904,388
0,3144,24
0,2549,435
0,6334,35
3053,8533,210
0,1145,573
0,3472,20
0,13797,325
0,16210,468
0,7751,3
0,6174,32
0,1302,355
0,3133,24
0,6267,3
0,28351,335
0,3038,19
0,3155,16
0,18962,422
0,6172,28
0,3015,19
0,6169,24
0,5501,559
0,3563,609
0,6122,342
0,1059,523
3056,10982,495
0,3130,22
0,9515,9
0,6950,79
0,6169,3
0,6175,47
0,6182,28
0,13235,675
0,6696,3
0,6169,26
0,6169,25
0,1348,31
0,7063,3
0,7094,3
0,3359,20
0,6168,36
0,16701,358
0,7652,3
0,30146,446
0,6208,3
0,3150,24
0,7677,3
0,3161,20
0,3150,24
0,3125,20
0,6828,3
3050,8823,321
0,6173,32
0,10930,410
0,6169,25
0,28028,123
0,2160,322
0,7256,35
0,3142,21
0,18803,495
0,17101,374
0,3210,21
0,5873,307
0,24212,564
0,6548,3
0,7174,42
0,992,388
0,1002,751
0,17852,295
3056,7299,53
0,6391,3
0,15194,413
0,6968,3
0,7925,435
0,12978,314
0,10840,132
0,6580,3
0,8180,3
0,6174,3
0,893,9
0,6521,3
0,5597,343
0,6220,3
0,14033,764
0,32385,247
0,2327,1048
0,1565,449
0,14927,411
0,6394,3
0,6246,3
0,987,78
3053,6170,28
0,16597,613
0,7229,32
0,6659,33
0,6168,3
0,5653,332
0,18535,391
0,6632,32
0,8766,210
0,19102,36
0,4470,320
0,3371,23
0,3263,20
0,5917,254
0,6612,7
0,6398,3
0,4155,17
0,2991,18
0,3212,16
0,3344,16
0,6863,508
0,6168,25
0,6910,18
0,5362,411
3053,17729,653
0,10901,639
0,1248,57
0,6166,3
0,18511,626
0,6169,25
0,7254,3
0,972,43
0,21072,464
0,893,196
0,6170,25
0,896,549
0,6195,3
0,3134,21
0,9832,508
0,2929,13
0,6888,3
0,9240,518
0,7501,3
0,7643,405
0,897,504
0,4739,19
3052,6181,3
0,6884,26
0,4370,369
0,6939,3
0,895,153
0,5852,523
0,8653,426
0,6167,24
0,6382,37
0,1290,344
0,4722,322
0,6166,3
0,6172,3
0,10079,3
0,9387,269
0,22338,375
3057,6949,3
0,7133,3
0,6593,3
0,3127,16
0,6184,3
0,7819,3
0,6166,3
0,2960,696
0,7048,3
0,6168,3
0,5357,272
0,3118,16
0,2125,88
0,3805,369
0,3118,14
0,28403,1
0,7345,139
0,10800,429
0,3730,342
0,6389,631
3049,3107,16
0,3085,15
0,1629,226
0,3131,20
0,42101,204
0,6167,25
0,894,63
0,3164,19
0,4003,410
0,4109,488
0,7436,33
0,6980,3
0,3160,16
0,6299,3
0,4009,17
0,3242,14
0,3123,16
0,6561,3
0,3041,20
0,3147,20
0,6933,171
3056,7419,3
0,6519,419
0,936,240
0,15086,572
0,3150,22
0,27759,533
0,1614,655
0,3123,21
0,1244,549
0,65980,392
0,6447,3
0,6449,3
0,3116,17
0,11336,211
0,28830,671
0,15242,408
0,2076,394
0,7196,3
0,4685,734
3053,7593,572
0,28460,571
0,9279,217
0,3388,25
0,2983,16
0,6938,25
0,3135,17
0,6941,3
0,6693,3
0,6165,3
0,1121,404
0,3613,263
0,19772,416
0,9766,3
0,39682,220
0,10505,371
3053,3477,21
0,3108,19
0,6168,25
0,3208,18
0,6478,29
0,3154,19
0,3141,17
0,4781,307
0,3352,20
0,897,604
0,36098,2000
0,6873,35
0,9145,3
0,4850,156
0,6600,3
0,892,398
0,10601,715
0,6331,3
0,6171,3
0,19111,308
0,9144,325
0,6513,3
3053,2478,410
0,5684,312
0,6472,3
0,6627,123
0,3366,23
0,7237,3
0,52666,272
0,892,126
0,895,24
0,2268,367
0,13348,439
0,7313,3
0,4068,17
3053,4219,20
0,3111,18
0,6177,3
0,3311,479
0,15852,114
0,5236,48
0,6273,3
0,6861,37
0,7206,3
0,3118,18
0,2979,321
0,4436,16
0,30423,388
0,7220,3
0,3081,19
0,3165,19
0,6820,3
0,6234,27
0,8859,1269
0,7780,3
0,12141,356
0,6292,1
0,6725,3
3056,3048,20
0,7142,37
0,896,984
0,7121,41
0,29459,882
0,3377,19
0,6179,29
0,3163,17
0,1200,637
0,2945,17
0,9623,283
0,3142,20
0,7364,3
0,41475,448
0,6563,27
0,6210,3
0,6183,3
0,34753,539
0,6779,3
0,6273,3
3053,1058,143
0,893,265
0,891,315
0,5640,10
0,3126,15
0,903,19
0,7003,33
0,25629,618
0,6573,31
0,6178,3
0,6202,3
0,12942,365
0,6168,24
0,26340,532
3053,3155,22
0,3812,19
0,3145,19
0,2948,21
