Time,RequestTokens,ResponseTokens
7.9e-05,3452,6
0.096603,1014,11
0.003467,1109,42
0.006931,4141,12
0.188584,125,14
0.000102,223,8
2.3e-05,1818,7
0.002853,1119,17
0.002121,2456,10
0.001191,349,9
0.002813,14,37
0.002082,1469,15
0.125703,483,17
0.062892,5184,6
0.003434,30,36
0.000171,1199,87
0.001795,2983,9
8.1e-05,345,10
0.000902,7436,6
9e-05,1021,16
0.093838,358,15
0.001801,929,8
0.003252,2297,6
0.000844,1020,6
7.2e-05,1125,7
0.000893,2455,12
0.000162,1035,31
0.000784,7436,15
0.00018,1818,9
0.001082,2128,9
0.00108,1114,11
0.000822,2253,9
9e-05,346,6
0.096133,1135,27
0.030492,3816,17
0.063334,47,7
0.002544,5543,13
0.201589,230,14
0.099457,1044,52
0.002479,2254,6
0.197097,2830,9
0.000789,1125,14
0.000295,392,82
16.372795,1266,13
0.099321,3478,15
0.097813,3402,7
0.700962,2775,12
0.103546,3242,18
0.099978,676,6
0.007553,1387,27
0.219107,1269,15
0.042558,6,9
0.021398,4074,12
0.11961,2070,7
0.001763,819,24
0.059827,3634,21
0.12505,1270,9
0.09866,985,13
0.004855,279,15
0.074072,3531,9
0.046308,1186,16
0.37914,1609,10
0.095833,1057,7
0.073289,2128,60
0.128853,1186,13
0.001653,3536,20
0.068376,2577,94
0.051372,1386,61
0.11031,1539,15
0.038259,386,7
0.027622,3489,18
0.103102,318,91
0.099126,1767,11
0.144366,1058,20
0.033513,1779,9
0.141835,1539,14
0.076997,1749,9
0.175723,1692,14
0.013247,589,6
0.013149,3835,294
0.013872,1439,22
0.059044,385,10
0.001928,1168,7
0.224231,3244,20
0.101966,1272,66
0.07223,5391,17
0.025709,2780,10
0.078675,269,25
0.025635,318,18
0.219178,1059,19
0.127162,7436,13
0.023214,1184,19
0.098779,1762,22
0.021853,51,37
0.141786,386,9
0.024424,965,31
0.138219,2595,193
0.073444,821,15
0.12757,319,90
0.002843,151,11
0.173026,388,17
0.155135,3481,6
0.042878,156,9
0.200809,1803,12
0.122281,554,9
0.109305,438,37
0.066603,924,10
0.029553,3573,201
0.027387,1328,7
0.026372,1677,172
0.044102,840,9
0.072173,908,8
0.19996,386,9
0.027605,1618,10
0.000183,742,19
0.007173,768,8
0.004056,821,25
0.061092,1328,6
0.027569,431,15
0.204606,604,8
0.098384,175,7
0.091125,2129,12
0.3782,559,7
0.11287,1371,10
0.016657,175,13
0.070659,2129,13
0.004292,925,7
8.1e-05,3639,23
0.000619,1676,29
0.026545,1454,13
0.001424,162,7
0.094555,472,9
0.101835,2784,43
0.098176,3577,7
0.002643,577,25
0.096478,925,9
0.073267,1373,7
0.027664,3690,8
0.07229,908,11
0.101586,3640,14
0.398366,925,6
0.099999,2263,32
0.000181,1638,43
0.205517,901,7
0.02273,321,28
0.002013,907,11
0.00019,3578,9
0.069311,1373,9
0.137707,4574,20
0.063294,393,21
0.133887,1721,7
0.00016,7435,9
0.000755,4343,21
0.502706,1345,22
0.000766,1730,24
0.000302,3562,14
0.093598,1454,83
0.09699,2786,37
0.098835,11,87
0.007569,577,114
7.9e-05,1722,11
0.000919,321,111
0.000131,304,11
0.001995,1275,15
0.09342,2786,49
0.001129,474,8
0.116881,1538,18
0.028072,2705,76
0.35,4174,19
0.31051,353,57
0.094977,770,17
0.001103,4587,8
0.001093,3579,11
0.000135,1722,31
0.00179,1864,37
0.001226,474,11
0.06004,442,15
0.014896,1262,19
0.113268,1862,9
0.005521,1175,89
0.001941,3579,7
0.096006,2273,7
0.002467,1075,58
0.194983,3580,6
0.016779,7436,22
0.06465,1705,8
0.0222,2106,57
0.178362,1680,21
0.024854,3014,9
9.1e-05,384,9
5e-05,972,165
0.19497,1728,6
0.00026,2277,52
0.06889,647,153
0.023364,3666,8
0.005899,1500,719
0.001895,2705,7
0.078324,1481,822
0.092518,2378,7
0.098767,1037,13
0.100843,4174,20
0.027382,1728,15
0.070984,2378,9
9.9e-05,7435,16
0.031438,3908,9
0.074942,1262,18
0.116635,2152,16
0.204366,1280,52
0.07415,2601,13
0.028126,182,7
0.19967,1141,25
0.099995,459,24
0.002379,562,12
0.095856,3932,14
0.091187,1693,9
0.11063,89,7
0.006003,156,25
0.119538,7437,24
0.077022,7436,6
0.100922,1280,26
0.032858,3688,9
0.287515,1375,19
0.040079,2269,7
0.016889,89,7
0.117258,1280,8
0.017611,941,27
0.031838,2601,125
0.080096,354,24
0.070331,2793,64
0.105773,2277,40
0.001026,1143,43
0.02245,1693,9
0.344089,2782,10
0.015287,2157,8
0.031608,2269,12
0.013739,1693,9
0.166088,1597,7
0.204274,3569,12
0.095795,184,15
0.175804,51,8
0.000211,1703,13
0.096303,90,6
0.24602,4795,9
0.014161,2159,6
0.111415,1723,10
0.028289,13,30
0.027746,1145,44
9.9e-05,2271,10
3.6e-05,776,10
0.038931,2633,70
0.033258,6422,14
7e-06,1376,13
0.028665,1763,51
0.156171,1047,28
0.122223,90,6
0.220788,1478,145
0.001359,4301,7
7.8e-05,2111,343
0.073516,6424,13
0.19887,90,6
0.007946,166,9
0.018601,2792,196
0.099387,185,9
0.072505,2775,11
0.031751,1048,55
0.073486,15,29
0.096821,2642,11
0.124553,168,11
0.082862,2522,15
0.218104,1345,15
0.023332,1950,6
0.049108,6426,12
0.107479,2775,12
0.092314,17,18
0.029934,1124,19
0.003057,137,1899
0.156304,1050,11
0.038346,430,6
0.00014,771,55
0.134848,2284,40
0.142943,2523,9
0.087016,1406,9
0.107638,2652,55
0.23593,7436,11
0.086249,391,9
0.077739,440,23
0.002116,1375,13
0.12502,1780,36
0.081433,819,6
0.191372,172,9
0.040889,1276,9
0.000159,61,8
0.159106,464,6
0.127451,676,7
0.019185,772,167
0.053152,924,8
0.029505,2663,21
0.187414,1782,15
0.083066,1174,9
0.100731,1376,9
0.049475,679,10
0.082098,4299,9
0.049141,19,15
0.148608,925,9
0.021593,62,6
0.015255,1938,12
0.062217,1297,232
0.098835,165,13
0.021729,772,20
0.105454,456,15
0.04486,922,6
0.028687,320,34
0.000137,1035,10
0.202588,679,14
0.085093,92,60
0.005565,1706,13
0.082683,1195,11
0.014536,178,9
0.016151,166,58
0.067887,2683,55
0.026175,63,6
0.070749,22,9
0.029585,1940,20
0.070452,1049,18
0.020576,178,9
0.006783,1346,15
0.081186,1193,7
0.091419,1057,13
0.136903,1279,6
0.000287,4339,15
0.096024,679,12
0.001,773,61
0.093362,476,14
0.004663,1940,6
0.067673,442,17
0.03019,276,22
0.003426,2093,12
0.102354,4340,14
0.10246,1279,21
0.001688,64,6
0.15986,1050,17
0.130543,681,10
0.002891,5411,10
0.066641,26,15
0.001774,578,13
0.026007,773,63
0.00393,1205,58
0.098839,3577,23
0.000786,454,12
0.137048,2022,15
0.354973,922,42
0.076934,3335,16
0.099575,28,15
0.101003,5411,10
0.21446,2385,7
0.086195,1050,15
0.198346,2707,58
0.02337,3335,20
0.378306,7,19
0.004541,1468,10
0.295881,2687,19
0.215839,1050,15
0.081989,2528,20
0.299971,3444,379
0.106764,94,12
0.193337,1380,52
0.009903,5412,25
0.001151,7,18
0.108233,269,49
0.056454,4800,7
7.013835,5047,202
0.317457,145,7
0.086659,934,33
0.298024,89,45
0.207398,2628,10
0.113241,842,61
0.093055,3143,6
0.000702,2025,871
0.083607,146,26
0.46976,1641,9
0.232475,1101,9
0.074809,2752,40
0.125939,1101,9
0.006851,2026,287
0.2922,1101,9
0.103709,402,34
0.093606,895,6
0.100086,3853,7
0.117335,6044,7
0.039921,1964,9
0.242694,2755,7
0.099738,402,10
0.200275,847,49
0.300298,4456,16
0.402547,1115,6
0.099887,1115,12
0.103624,896,35
0.119578,4886,6
0.074351,943,16
0.101354,1103,12
0.002221,3245,32
0.099482,714,25
0.101288,147,15
0.096434,4885,6
0.00209,3852,9
1.2e-05,3660,14
0.197349,714,10
0.211059,896,19
0.195512,214,15
0.093002,715,7
0.102461,1104,11
0.00807,1116,16
0.093722,1116,8
0.000155,3144,133
0.094988,501,9
0.201982,179,51
0.099627,405,56
0.099554,3853,9
0.020719,897,29
0.079603,854,16
0.200695,782,77
0.135563,180,6
0.065811,1115,6
0.099295,154,13
0.016862,3653,15
0.281943,505,13
0.098363,765,10
0.101197,148,19
0.100067,1473,175
0.125048,181,57
0.174114,1000,19
0.066594,3852,9
0.233787,2628,22
0.302551,1041,10
0.197535,766,19
0.199954,896,38
0.037432,1116,6
0.014017,506,25
0.149001,1477,26
0.001589,2931,14
0.097708,767,19
0.200052,4883,128
0.102802,2029,61
0.197491,183,39
0.10381,185,22
6.1e-05,781,114
10.334152,2529,8
0.247315,216,11
0.252897,1076,8
0.00339,24,18
0.051036,1518,11
0.266589,1285,61
0.545029,3865,73
0.054481,749,32
0.279281,24,14
0.100026,6028,6
0.011159,220,11
0.127397,1252,18
0.208331,24,17
0.379191,390,7
0.173941,25,9
0.402089,390,10
0.098015,77,63
9e-06,129,9
6.772202,1277,7
0.014976,1468,10
0.214632,389,43
0.371013,1759,55
0.099385,52,20
0.021042,2203,27
0.140127,7436,8
0.141454,1334,22
0.399785,517,13
0.597913,601,19
0.002212,444,8
0.274956,518,16
0.051117,1734,9
0.045852,866,6
0.025669,7436,8
0.307345,925,214
0.020744,7435,20
0.505235,42,64
0.067778,158,25
0.017356,2797,6
0.281631,158,20
0.001437,835,294
0.611593,158,12
0.086906,601,11
0.001472,1583,7
0.20998,158,6
0.288796,867,13
0.159444,2802,13
0.741942,58,22
0.201888,164,64
0.000344,1078,29
0.120296,59,30
0.212738,2702,7
0.106636,1759,69
0.450861,602,19
0.092506,1759,6
0.21292,2702,12
0.100038,487,10
0.000873,867,25
0.020725,928,17
0.097187,4844,11
0.005459,603,16
0.079244,1567,13
0.103708,1571,23
0.094947,174,91
0.14227,1763,9
0.055578,486,11
0.138601,6281,7
0.068892,274,9
0.106637,65,52
0.000813,4844,39
0.185266,500,18
0.121651,1081,17
0.221753,111,9
0.058761,6282,12
0.048991,493,7
0.05645,195,40
0.393245,499,6
0.251002,2044,10
0.349812,869,10
0.001785,2912,20
0.096378,498,11
0.00584,2151,17
173.521702,327,6
0.00328,1031,15
0.012299,1526,43
0.004601,3318,8
0.082549,7436,13
0.027386,1599,16
0.070079,1179,15
0.316633,1907,9
0.000151,6498,7
0.000147,1583,13
0.006814,1039,6
0.03097,2325,12
0.157055,142,57
0.000735,1488,9
0.003379,480,9
0.055451,1606,27
0.089709,4189,9
0.000146,1817,6
0.000884,2303,25
0.000141,585,35
0.005419,4226,9
0.099307,790,16
0.00178,5025,15
0.096537,528,13
0.742883,1375,7
0.096114,2046,9
0.024389,7404,6
0.107312,89,15
0.06589,6209,16
0.126837,6110,24
0.119852,2326,9
0.451325,1377,6
0.104544,2327,8
0.701593,1697,36
6.6e-05,68,7
0.403009,7437,8
0.000926,1256,8
0.100321,123,17
0.496853,1792,13
0.098096,641,11
0.099282,682,12
0.005576,67,15
0.001574,1526,56
0.097024,3541,25
0.092195,6555,15
0.003489,996,6
0.19921,1795,16
0.001025,620,94
0.099891,5146,33
0.003796,1528,70
0.095858,997,7
0.000103,1377,13
0.09642,998,6
0.004933,805,7
0.708998,1054,6
0.098349,1782,12
0.000983,2414,12
0.091392,1188,6
8.3e-05,699,20
0.009299,3712,9
8.5e-05,1053,13
0.000824,300,7
0.093324,1025,7
0.000603,1260,13
0.103952,2433,6
0.094947,1050,25
0.001838,60,6
0.095,1025,7
0.006028,824,40
0.196768,1039,6
0.097943,2315,8
0.000192,1829,6
0.000866,1878,14
0.056931,7437,9
0.000868,1273,27
0.040011,998,6
0.059267,7411,7
0.040238,1699,7
0.00098,2832,14
0.059591,2887,6
0.04022,1378,19
5.8e-05,88,11
0.00099,1797,16
0.098753,7409,28
0.000155,1798,9
0.059033,4235,6
0.001989,2492,11
0.044509,126,32
0.001901,700,12
0.054169,1733,7
0.00094,894,9
0.034255,1561,219
0.001039,1797,14
0.001024,5186,7
0.01161,4434,10
0.049966,7436,7
0.047725,6593,7
0.000779,6183,15
0.090833,1601,67
0.001244,7154,13
0.003897,1510,6
0.0015,61,8
0.000914,1587,9
0.000205,100,33
0.001069,122,15
0.091252,621,154
0.000209,178,35
0.002441,700,14
0.001081,995,15
0.002121,1393,34
0.000854,1783,15
0.049968,977,11
0.039255,1701,15
0.001013,1799,11
0.003875,2347,9
0.005142,945,6
0.151982,7436,9
0.000649,1604,55
0.097377,349,6
0.001963,1352,13
0.007361,7411,8
0.001013,2380,36
0.096345,2892,57
0.000942,404,23
0.000215,7436,6
0.047355,2347,9
0.00084,1054,8
0.002288,5105,8
0.08946,2968,9
0.097521,1177,19
0.000131,3538,11
0.004116,2433,6
0.003873,208,8
0.000818,700,14
0.094669,882,77
0.001065,184,9
0.000616,1041,13
0.000282,5735,7
0.00011,945,7
0.00132,123,16
0.092195,6594,12
0.00184,1847,70
0.003663,945,10
0.003749,2968,9
0.00093,885,6
0.088499,1000,64
0.003459,1041,24
0.000812,1849,6
0.092482,184,9
0.009196,620,81
0.001005,1374,10
0.089987,2893,19
0.005742,1843,9
0.093252,430,18
0.006719,5510,9
0.093,485,55
0.007831,186,13
0.306273,2101,10
0.00106,2989,7
0.190732,949,6
0.100473,1833,13
0.004086,1197,7
0.000806,1403,7
0.001445,895,20
0.000689,1692,30
0.001957,2968,9
0.094751,892,42
0.003868,1014,45
0.000116,131,15
0.048704,985,9
0.000961,1042,13
0.202074,349,15
0.001227,4232,33
0.000783,751,20
6.7e-05,1943,24
0.00015,2311,12
0.150083,299,7
0.046376,238,10
0.001016,4102,6
0.000781,7435,46
0.040096,4056,32
0.001109,897,12
7.7e-05,6185,15
0.059145,2310,30
3.2e-05,7434,40
0.039093,2410,16
0.00437,6596,26
0.004517,1402,6
0.051758,909,19
0.003204,3147,7
7.4e-05,237,6
0.036304,1003,13
6.1e-05,2169,16
0.007742,1059,10
0.001998,2571,7
0.071257,2882,6
0.000282,3053,9
0.01585,1701,13
7e-06,3543,11
0.00414,899,6
0.001042,1403,6
0.004242,900,9
0.00203,1261,13
0.049728,3053,9
0.038883,1510,11
0.002606,1056,15
0.007408,1584,12
9.8e-05,6191,11
0.000998,1852,110
0.056651,7436,17
0.001053,2481,7
0.033674,674,7
4.5e-05,431,29
0.004912,3493,8
0.098831,2410,20
0.000812,1060,28
0.002037,1700,22
0.001208,1413,11
0.001964,900,9
0.053515,542,30
0.036698,67,9
0.058945,3148,106
0.001927,4235,12
0.094751,900,23
0.003333,474,14
0.000334,7436,9
0.001708,7408,46
0.000231,1031,53
0.095053,1731,13
6.6e-05,111,27
0.004916,979,7
0.00108,2852,7
0.001029,2386,6
0.001619,2591,7
0.000178,5031,9
0.096089,910,16
0.001026,1968,10
0.037676,2077,10
0.059663,7436,14
0.000251,3632,11
0.001035,1351,6
0.001199,523,22
0.002596,2590,12
0.090636,5040,53
6.8e-05,4046,6
0.04065,140,7
0.008605,2572,7
0.00499,1061,13
0.087619,276,174
0.003607,6599,81
0.003524,1955,27
0.093958,1846,7
0.001039,2316,11
0.004945,2572,37
0.002628,7265,11
0.001205,4926,10
0.001242,302,40
0.000115,1695,20
0.046,7436,60
0.00909,2673,6
0.001021,2190,155
0.034718,831,15
0.000155,1007,6
0.003819,1013,14
5.2e-05,1018,6
0.001986,66,42
0.000861,832,9
0.000892,2410,13
0.001121,341,6
0.046,1968,11
0.004705,4240,71
0.043214,2228,7
0.001231,832,14
0.002668,342,15
0.00087,66,17
0.000164,1778,51
5.7e-05,2228,7
0.049037,2139,13
0.043366,3760,9
0.004034,2228,7
0.056197,1559,6
0.000123,2494,7
0.00127,1705,30
0.00018,2218,103
0.039518,2554,31
0.000174,1779,7
0.097808,127,23
0.060278,1738,15
0.002026,1705,25
0.001197,1559,9
0.000147,615,177
0.001651,2136,19
0.000824,1739,7
0.033748,135,13
0.005099,902,12
0.003414,2099,12
0.000866,875,82
0.048918,527,42
3.2e-05,1798,45
0.006242,570,9
0.037813,342,12
0.003067,67,10
0.001009,620,22
0.001151,675,6
0.053094,2488,10
0.035554,4756,9
0.006046,1960,74
0.001359,675,16
0.005068,1262,7
9.2e-05,4928,11
0.0466,2319,157
0.000883,7435,11
0.045719,1513,6
0.000217,1385,19
0.000689,1263,9
0.00124,68,9
0.00198,1021,62
0.003472,2556,11
0.000743,2230,6
0.052133,7435,17
0.004122,2487,6
0.029047,276,10
0.009608,2559,12
0.000445,6556,23
0.050627,152,6
2.2e-05,1743,24
0.006002,2164,6
0.002205,1705,76
0.02995,142,30
0.008507,125,14
0.056418,571,8
0.002651,1622,9
0.03793,903,416
0.003756,2559,23
0.003443,2044,16
0.001996,877,76
0.051923,2317,19
0.000191,1111,6
0.043325,887,9
0.000791,1237,10
0.002079,1263,26
0.050772,2163,14
9e-05,2484,16
0.000203,2314,112
0.00116,1673,11
0.002895,4114,6
0.000885,2314,23
0.03509,279,9
0.003031,2512,6
0.000142,530,130
0.003154,3781,14
0.000229,621,10
0.000848,1512,7
0.055705,4682,11
0.043674,1053,20
0.001498,1187,8
0.001358,1264,9
0.002077,877,12
0.049836,1508,11
0.000884,2750,19
0.002244,475,23
0.042565,1265,8
0.057567,2493,51
0.001192,2316,28
0.133235,7418,6
0.004225,1386,40
0.004687,1919,17
0.000206,89,18
0.088016,6108,16
7e-06,1566,97
0.002477,622,28
0.066522,205,6
0.036118,1001,16
0.001283,622,16
0.000881,1054,11
0.000276,5177,11
0.00526,700,8
0.047656,3689,27
0.007916,2315,10
0.000859,530,19
0.037455,1566,70
0.001049,2983,20
0.000709,7435,6
0.002906,1051,9
0.00196,1428,13
0.091323,2513,6
0.002533,4434,8
6.3e-05,122,19
0.00029,187,15
0.000917,1267,8
0.000303,2982,19
4.3e-05,475,176
5.7e-05,1546,8
7e-06,1566,28
0.000669,1783,8
0.000116,3782,8
0.001147,1385,14
0.000579,130,18
0.049424,2169,58
0.001789,528,26
0.002623,1672,7
0.00091,911,16
0.000819,4121,8
0.003069,7436,405
0.001235,2135,11
0.034863,7422,21
0.001894,622,35
0.004087,1267,17
0.048898,4107,6
0.007974,1672,10
0.000615,550,15
0.038898,3165,23
7.9e-05,894,11
0.019141,534,58
0.032656,532,52
0.045212,625,53
0.002215,1385,32
0.001124,1441,6
0.057384,579,9
0.000862,3004,32
0.033942,1097,12
0.059636,2317,21
0.005235,3314,59
0.003735,1800,10
4.1e-05,615,16
8.6e-05,4771,11
0.030318,143,11
0.060993,4022,12
0.003533,2317,7
0.000791,887,10
0.103033,887,16
0.192186,854,60
0.000114,1867,20
0.003825,996,8
0.000799,152,6
0.101863,1800,7
0.000687,2936,17
0.000166,2331,136
0.093795,3695,19
0.00071,1162,28
0.000248,1111,12
0.003682,2220,8
0.000118,997,6
0.001905,962,34
0.09849,2222,15
0.096992,2332,37
0.005482,2322,28
0.03155,2316,8
0.000125,2990,16
0.060002,1674,14
0.00378,278,46
0.004833,132,17
0.000238,997,41
0.097125,578,9
0.093749,1021,15
0.002964,4243,7
4.6e-05,4995,14
0.001777,2766,13
6.4e-05,2511,12
0.000101,6097,129
0.001063,997,16
0.034114,748,9
0.066257,1745,9
0.000968,2322,120
0.001798,997,22
0.000121,22,52
0.233712,1016,89
0.059529,2322,27
0.000192,4682,22
0.039523,4133,39
0.063922,3651,58
0.098101,1890,9
0.001177,4994,20
0.004149,156,57
0.000107,3033,9
0.330765,4592,30
0.099381,186,11
6e-06,1755,9
0.000117,1915,90
0.098524,748,12
0.203406,586,19
0.000177,750,7
0.300066,6559,16
0.296348,1387,84
0.10258,7436,6
0.339206,1506,79
0.012169,1728,43
0.170148,535,18
0.001141,218,21
0.213364,2283,9
0.061514,550,7
0.200092,7436,12
0.03279,92,19
0.135771,6560,12
0.23129,3788,13
0.199927,1444,14
0.014137,1813,9
0.285815,536,76
0.100231,1079,16
0.002041,6561,17
0.360951,1504,20
0.039184,636,14
0.043219,3026,84
0.05443,219,6
0.223626,1079,6
0.164422,536,10
0.312095,3758,6
0.222532,1079,16
0.133927,536,18
0.002951,637,14
0.440383,1763,6
0.441182,1377,28
0.001187,3758,6
0.209855,189,12
0.094617,7435,13
0.06998,547,11
0.087174,1652,10
0.000532,1815,52
0.658366,3757,6
0.152635,6357,6
0.477529,753,7
0.000111,538,11
0.024799,95,9
0.038208,1445,13
0.043984,7009,10
0.000864,64,12
0.399006,638,19
0.000327,1506,169
0.306808,958,162
0.197919,65,10
0.097003,7435,16
0.097991,231,7
0.300204,1508,61
0.101771,3227,34
0.000139,2316,8
0.197975,1816,72
0.302884,1378,6
0.097082,232,6
0.100135,924,13
0.002262,6190,225
7.5e-05,4593,7
0.000114,7435,17
0.097335,639,37
6.5e-05,2512,6
0.199912,960,8
0.003079,4084,12
0.501535,7435,12
0.098765,3553,10
0.23207,7010,11
0.60921,1511,184
0.373947,640,28
0.642369,4135,895
0.080428,149,9
0.192793,1669,9
0.0082,1669,23
0.160585,940,10
0.098858,2321,19
0.398254,1570,6
0.104071,1352,11
0.016521,1290,8
0.284578,1781,25
0.019741,1380,14
0.078661,1506,6
6.2e-05,1816,43
0.199949,539,37
0.002655,104,7
0.493859,192,7
0.200871,1292,11
0.599137,1818,7
0.200505,4366,9
0.09945,193,11
0.001149,19,6
0.098667,229,9
0.002805,1817,6
0.138849,107,15
3.039411,2711,82
8.4e-05,1147,12
0.002766,1090,6
0.097148,278,22
0.247264,16,76
0.252913,1952,8
0.200979,3344,16
2.2e-05,5520,10
8.406083,842,14
0.099294,842,103
2.695377,3347,15
0.101971,1338,49
0.101723,188,6
0.101376,1053,69
0.000872,1217,13
0.003171,737,35
0.08886,2888,11
0.000154,6169,6
0.005548,842,31
0.002313,2919,9
0.096935,2638,16
0.001258,188,13
0.002415,210,15
0.096696,1342,120
0.00027,1278,172
0.00096,6166,12
0.000989,2087,15
0.096003,368,11
0.299798,5690,10
0.099274,842,84
0.000903,1153,37
0.001042,189,15
0.000175,1219,11
0.000898,788,11
0.098749,2889,32
0.000977,1342,106
0.10393,1221,13
0.000968,1155,6
0.000235,1697,100
0.098283,2290,10
0.096989,1697,13
0.001733,189,17
0.001269,4653,10
0.001997,844,109
0.097244,1196,18
0.098975,287,7
0.001166,2920,18
0.29591,190,32
0.198432,288,26
0.000616,844,112
0.198798,5691,14
0.098324,2932,10
0.002422,2437,9
0.098696,192,7
0.101164,2085,11
0.000603,372,12
2.4e-05,2928,10
0.197241,1662,16
0.002204,6178,25
0.000243,54,40
0.197546,2290,10
0.003392,1343,10
0.497269,373,9
0.000212,7436,10
0.00066,1082,9
0.100712,193,13
4.7e-05,81,15
0.101698,1065,18
0.198074,2928,11
0.098962,291,21
0.798791,1342,57
0.007817,288,10
0.273557,1908,14
0.0017,291,6
0.116892,1744,9
0.400045,1342,10
0.099938,2612,290
0.034022,1187,10
0.073266,79,73
0.092857,1342,22
0.002097,2892,9
0.098749,292,22
5.780402,2088,16
0.144814,1465,10
0.054362,2324,6
0.015214,6082,12
0.008447,2357,8
0.07683,4195,12
0.000252,682,16
0.003929,2920,8
0.095114,172,11
2.3e-05,640,14
0.000753,1065,10
0.246824,682,8
0.05849,800,20
0.143039,3083,13
0.071149,2672,8
0.18039,2089,11
0.000108,2505,75
0.100052,2356,10
0.000277,682,8
0.004666,3083,13
0.094684,2187,20
0.099798,643,6
0.010819,403,18
0.289819,682,13
0.003309,2951,11
0.298338,798,39
0.198094,3088,9
0.102525,2921,24
0.206656,1064,10
0.092778,2338,12
0.00012,2357,13
0.025288,2087,7
0.184712,685,11
0.048885,230,76
0.439517,4512,9
0.010083,236,7
0.095634,3216,9
0.196123,684,9
0.198481,3089,13
0.101286,713,11
0.098106,1064,10
0.099858,2340,10
0.001852,539,11
0.000209,37,7
0.197455,713,13
0.000831,404,27
0.200799,2341,7
0.098436,2417,16
0.313057,231,42
0.020555,2952,10
0.190007,3219,6
0.000168,418,6
0.003125,2434,7
0.507214,1983,27
0.02508,6081,11
0.040492,944,24
0.336754,2952,26
0.064595,3222,7
0.100265,2434,7
0.001164,3140,13
0.04909,2343,10
0.275907,2432,34
0.512502,2087,14
0.049689,1599,9
0.01943,2087,12
0.090563,661,14
0.034748,2191,7
0.066694,6191,7
0.000216,2417,9
0.098336,6083,9
0.010982,935,45
0.089116,1183,13
0.016009,3105,9
0.116864,1683,9
0.108543,3219,21
0.060863,2087,7
0.208099,3839,48
0.00063,5536,39
0.001614,228,29
0.016872,4017,14
0.020863,229,28
0.014497,2417,9
0.061709,1227,15
0.173337,1736,9
0.010957,1861,18
0.008101,3560,14
0.195605,1764,57
0.097881,1789,9
0.197304,2194,13
0.04339,3307,50
0.047702,2454,8
0.035732,2086,7
0.065443,7436,12
0.019448,303,13
0.082218,820,274
0.008912,1864,190
0.021791,2417,9
0.000838,1739,46
0.078886,772,9
0.087068,3841,6
0.000133,1033,6
0.101003,1738,9
0.098645,3054,14
0.006199,2454,8
0.19648,2150,19
0.016878,2687,13
0.092218,1690,58
0.000175,101,9
1.8e-05,772,7
0.003246,3220,52
0.006014,2086,7
0.078498,2037,9
0.00109,718,8
0.026752,1967,361
0.182373,772,9
0.100013,1791,8
0.000788,2980,7
0.032497,2975,6
0.155896,2358,8
0.01339,2445,14
0.102293,2687,13
0.100842,189,9
0.114937,2980,7
0.035569,1206,14
0.045759,4019,6
0.001449,2357,7
0.069702,2548,9
0.029116,1379,126
0.087251,398,10
0.010525,1241,19
0.102867,5591,37
8.8e-05,1865,12
0.008382,2385,23
0.027797,1740,14
0.151798,950,22
0.099006,2345,13
0.022153,2687,23
0.129965,1865,14
0.010367,1693,6
0.137394,2039,7
0.006062,1740,7
0.193271,2603,6
0.102171,2087,13
0.201362,2361,8
0.196296,1473,10
0.105493,688,28
0.100116,992,12
0.03164,4420,20
0.09257,840,16
0.0707,719,10
2.2e-05,1986,6
0.00379,2088,13
0.012075,2563,6
0.008899,2687,54
0.085812,104,76
0.088651,1064,10
0.071128,244,16
0.040278,1792,6
0.102262,15,21
0.088549,228,11
4.1e-05,720,8
0.009209,1105,25
0.002071,1609,15
0.006507,132,37
0.044374,244,6
0.547405,2689,13
0.099402,103,74
0.041444,4820,39
0.05856,1834,25
0.107445,1793,10
0.000915,2189,9
7e-06,941,9
0.000157,189,109
0.181053,720,9
0.000195,2363,6
0.06767,1697,11
0.032278,690,17
0.00847,2091,10
0.03666,106,7
0.053767,492,8
0.112727,692,11
0.106078,2418,27
0.091829,992,25
0.000927,1108,6
0.006212,250,15
0.085804,2924,7
0.009815,3712,12
0.000874,944,20
0.186783,800,15
0.000123,693,13
0.013827,1742,12
0.187738,1675,20
0.212875,106,7
0.011962,1688,10
0.073762,3224,45
0.013498,1295,10
0.188395,694,18
0.09985,3380,29
0.002966,1742,9
0.000986,1934,15
0.097824,1181,9
0.198013,2389,15
0.00412,694,13
0.199947,3909,928
0.095231,172,15
3.1e-05,994,19
0.103403,7428,13
0.099092,4207,14
0.396159,1183,9
0.101512,7428,7
0.002144,1743,10
0.097007,2195,6
0.106852,4209,7
0.092805,2947,7
3.4e-05,245,77
0.10056,360,9
0.13672,1679,6
0.09477,1002,9
0.256084,2673,18
0.098231,1185,14
0.001527,1062,10
0.218552,1679,9
0.098387,952,10
0.096572,7423,17
0.098365,699,11
0.605612,3380,9
0.094675,50,9
0.101333,1060,10
2.7e-05,699,6
0.099694,953,17
0.09986,699,15
0.198814,469,7
0.223628,2539,16
0.01722,50,9
0.061688,699,25
9.6e-05,539,15
2.7e-05,3227,45
0.000865,1060,9
0.197057,3058,246
0.000114,369,43
4.4e-05,616,134
0.199408,799,9
0.201523,227,6
0.162628,2398,11
0.062222,235,8
0.077397,2951,11
0.000112,799,11
0.006155,698,25
0.090347,2539,10
9.1e-05,1942,45
0.099135,3384,9
0.201947,1229,18
0.323178,2399,24
0.298976,3647,94
